route_id,route_short_name_sched,route_long_name_sched,route_type,n_trips,route_short_name_delay,route_long_name_delay,n_events,avg_delay_min,share_over_5min,share_on_time_or_early,impact_score,route_short_name,route_long_name,norm_impact,norm_trips,norm_share_over_5,priority_score
18923_700,623,,700,345,,,0.0,0.0,0.0,0.0,0.0,623,,0.0,0.1108611825192802,0.0,0.03325835475578406
10286_700,S1,,700,344,,,0.0,0.0,0.0,0.0,0.0,S1,,0.0,0.11053984575835475,0.0,0.033161953727506424
11342_700,S41,,700,344,,,0.0,0.0,0.0,0.0,0.0,S41,,0.0,0.11053984575835475,0.0,0.033161953727506424
19058_100,RE3,,100,340,,,0.0,0.0,0.0,0.0,0.0,RE3,,0.0,0.10925449871465295,0.0,0.032776349614395885
5633_900,91,,900,335,,,0.0,0.0,0.0,0.0,0.0,91,,0.0,0.1076478149100257,0.0,0.03229434447300771
18926_700,626,,700,334,,,0.0,0.0,0.0,0.0,0.0,626,,0.0,0.10732647814910026,0.0,0.03219794344473008
21947_700,2,,700,331,,,0.0,0.0,0.0,0.0,0.0,2,,0.0,0.1063624678663239,0.0,0.03190874035989717
1882_900,4,,900,330,,,0.0,0.0,0.0,0.0,0.0,4,,0.0,0.10604113110539845,0.0,0.03181233933161953
1880_900,2,,900,326,,,0.0,0.0,0.0,0.0,0.0,2,,0.0,0.10475578406169665,0.0,0.03142673521850899
17351_700,204,,700,324,,,0.0,0.0,0.0,0.0,0.0,204,,0.0,0.10411311053984576,0.0,0.031233933161953727
27362_700,X4,,700,322,,,0.0,0.0,0.0,0.0,0.0,X4,,0.0,0.10347043701799485,0.0,0.031041131105398453
16009_700,741,,700,320,,,0.0,0.0,0.0,0.0,0.0,741,,0.0,0.10282776349614396,0.0,0.030848329048843187
17375_700,271,,700,314,,,0.0,0.0,0.0,0.0,0.0,271,,0.0,0.10089974293059126,0.0,0.030269922879177374
17357_700,234,,700,312,,,0.0,0.0,0.0,0.0,0.0,234,,0.0,0.10025706940874037,0.0,0.030077120822622108
10154_109,S45,,109,312,,,0.0,0.0,0.0,0.0,0.0,S45,,0.0,0.10025706940874037,0.0,0.030077120822622108
28169_900,16,,900,307,,,0.0,0.0,0.0,0.0,0.0,16,,0.0,0.09865038560411311,0.0,0.029595115681233932
5238_700,806,,700,305,,,0.0,0.0,0.0,0.0,0.0,806,,0.0,0.09800771208226221,0.0,0.029402313624678662
1879_900,1,,900,302,,,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.09704370179948586,0.0,0.029113110539845756
5596_700,699,,700,294,,,0.0,0.0,0.0,0.0,0.0,699,,0.0,0.09447300771208227,0.0,0.028341902313624677
17344_700,190,,700,290,,,0.0,0.0,0.0,0.0,0.0,190,,0.0,0.09318766066838047,0.0,0.02795629820051414
18922_700,622,,700,289,,,0.0,0.0,0.0,0.0,0.0,622,,0.0,0.09286632390745501,0.0,0.027859897172236504
10166_109,S75,,109,289,,,0.0,0.0,0.0,0.0,0.0,S75,,0.0,0.09286632390745501,0.0,0.027859897172236504
17332_700,168,,700,287,,,0.0,0.0,0.0,0.0,0.0,168,,0.0,0.09222365038560411,0.0,0.02766709511568123
17376_700,275,,700,287,,,0.0,0.0,0.0,0.0,0.0,275,,0.0,0.09222365038560411,0.0,0.02766709511568123
15274_700,605,,700,287,,,0.0,0.0,0.0,0.0,0.0,605,,0.0,0.09222365038560411,0.0,0.02766709511568123
4249_700,900,,700,286,,,0.0,0.0,0.0,0.0,0.0,900,,0.0,0.09190231362467867,0.0,0.0275706940874036
18949_109,S26,,109,286,,,0.0,0.0,0.0,0.0,0.0,S26,,0.0,0.09190231362467867,0.0,0.0275706940874036
15276_700,609,,700,286,,,0.0,0.0,0.0,0.0,0.0,609,,0.0,0.09190231362467867,0.0,0.0275706940874036
10456_700,S5,,700,281,,,0.0,0.0,0.0,0.0,0.0,S5,,0.0,0.09029562982005142,0.0,0.027088688946015425
19066_100,RE6,,100,276,,,0.0,0.0,0.0,0.0,0.0,RE6,,0.0,0.08868894601542417,0.0,0.02660668380462725
10144_109,S2,,109,274,,,0.0,0.0,0.0,0.0,0.0,S2,,0.0,0.08804627249357326,0.0,0.026413881748071976
15273_700,603,,700,271,,,0.0,0.0,0.0,0.0,0.0,603,,0.0,0.08708226221079692,0.0,0.026124678663239073
17407_700,372,,700,271,,,0.0,0.0,0.0,0.0,0.0,372,,0.0,0.08708226221079692,0.0,0.026124678663239073
4259_700,910,,700,269,,,0.0,0.0,0.0,0.0,0.0,910,,0.0,0.08643958868894601,0.0,0.025931876606683803
28260_900,21,,900,266,,,0.0,0.0,0.0,0.0,0.0,21,,0.0,0.08547557840616966,0.0,0.025642673521850897
17336_700,175,,700,265,,,0.0,0.0,0.0,0.0,0.0,175,,0.0,0.08515424164524421,0.0,0.025546272493573264
10160_109,S5,,109,264,,,0.0,0.0,0.0,0.0,0.0,S5,,0.0,0.08483290488431877,0.0,0.02544987146529563
22240_109,S85,,109,259,,,0.0,0.0,0.0,0.0,0.0,S85,,0.0,0.08322622107969152,0.0,0.024967866323907455
17387_700,316,,700,258,,,0.0,0.0,0.0,0.0,0.0,316,,0.0,0.08290488431876607,0.0,0.024871465295629818
1549_700,695,,700,258,,,0.0,0.0,0.0,0.0,0.0,695,,0.0,0.08290488431876607,0.0,0.024871465295629818
12532_900,88,,900,257,,,0.0,0.0,0.0,0.0,0.0,88,,0.0,0.08258354755784061,0.0,0.024775064267352185
23984_700,334R,,700,256,,,0.0,0.0,0.0,0.0,0.0,334R,,0.0,0.08226221079691516,0.0,0.02467866323907455
17382_700,291,,700,255,,,0.0,0.0,0.0,0.0,0.0,291,,0.0,0.08194087403598972,0.0,0.024582262210796915
20439_900,87,,900,253,,,0.0,0.0,0.0,0.0,0.0,87,,0.0,0.08129820051413882,0.0,0.024389460154241645
21799_109,S42,,109,252,,,0.0,0.0,0.0,0.0,0.0,S42,,0.0,0.08097686375321336,0.0,0.02429305912596401
26790_106,RB60,,106,251,,,0.0,0.0,0.0,0.0,0.0,RB60,,0.0,0.08065552699228792,0.0,0.024196658097686376
18931_700,631,,700,249,,,0.0,0.0,0.0,0.0,0.0,631,,0.0,0.08001285347043702,0.0,0.024003856041131106
17391_700,324,,700,248,,,0.0,0.0,0.0,0.0,0.0,324,,0.0,0.07969151670951156,0.0,0.02390745501285347
16929_109,S41,,109,245,,,0.0,0.0,0.0,0.0,0.0,S41,,0.0,0.07872750642673522,0.0,0.023618251928020566
5381_700,738,,700,243,,,0.0,0.0,0.0,0.0,0.0,738,,0.0,0.07808483290488431,0.0,0.023425449871465293
5384_700,743,,700,241,,,0.0,0.0,0.0,0.0,0.0,743,,0.0,0.07744215938303342,0.0,0.023232647814910027
7361_700,690,,700,240,,,0.0,0.0,0.0,0.0,0.0,690,,0.0,0.07712082262210797,0.0,0.02313624678663239
24051_100,FEX,,100,235,,,0.0,0.0,0.0,0.0,0.0,FEX,,0.0,0.07551413881748072,0.0,0.022654241645244214
4495_700,702,,700,232,,,0.0,0.0,0.0,0.0,0.0,702,,0.0,0.07455012853470437,0.0,0.02236503856041131
10145_109,S25,,109,231,,,0.0,0.0,0.0,0.0,0.0,S25,,0.0,0.07422879177377892,0.0,0.022268637532133675
28259_100,RE8,,100,229,,,0.0,0.0,0.0,0.0,0.0,RE8,,0.0,0.07358611825192803,0.0,0.02207583547557841
4243_700,894,,700,225,,,0.0,0.0,0.0,0.0,0.0,894,,0.0,0.07230077120822623,0.0,0.02169023136246787
26786_106,RB27,,106,224,,,0.0,0.0,0.0,0.0,0.0,RB27,,0.0,0.07197943444730077,0.0,0.021593830334190232
17431_1000,F12,,1000,224,,,0.0,0.0,0.0,0.0,0.0,F12,,0.0,0.07197943444730077,0.0,0.021593830334190232
27275_700,411,,700,224,,,0.0,0.0,0.0,0.0,0.0,411,,0.0,0.07197943444730077,0.0,0.021593830334190232
24052_100,RB22,,100,222,,,0.0,0.0,0.0,0.0,0.0,RB22,,0.0,0.07133676092544987,0.0,0.02140102827763496
20969_700,823,,700,218,,,0.0,0.0,0.0,0.0,0.0,823,,0.0,0.07005141388174807,0.0,0.02101542416452442
19019_700,365,,700,217,,,0.0,0.0,0.0,0.0,0.0,365,,0.0,0.06973007712082262,0.0,0.020919023136246783
24049_100,RB21,,100,215,,,0.0,0.0,0.0,0.0,0.0,RB21,,0.0,0.06908740359897173,0.0,0.020726221079691517
11536_109,S46,,109,212,,,0.0,0.0,0.0,0.0,0.0,S46,,0.0,0.06812339331619537,0.0,0.02043701799485861
24025_100,RE4,,100,211,,,0.0,0.0,0.0,0.0,0.0,RE4,,0.0,0.06780205655526993,0.0,0.020340616966580977
26784_106,RB25,,106,209,,,0.0,0.0,0.0,0.0,0.0,RB25,,0.0,0.06715938303341902,0.0,0.020147814910025704
17403_700,369,,700,208,,,0.0,0.0,0.0,0.0,0.0,369,,0.0,0.06683804627249357,0.0,0.02005141388174807
4268_700,920,,700,205,,,0.0,0.0,0.0,0.0,0.0,920,,0.0,0.06587403598971722,0.0,0.019762210796915165
5379_700,736,,700,203,,,0.0,0.0,0.0,0.0,0.0,736,,0.0,0.06523136246786633,0.0,0.0195694087403599
12889_900,2,,900,202,,,0.0,0.0,0.0,0.0,0.0,2,,0.0,0.06491002570694088,0.0,0.01947300771208226
330_700,E/525,,700,202,,,0.0,0.0,0.0,0.0,0.0,E/525,,0.0,0.06491002570694088,0.0,0.01947300771208226
12890_900,3,,900,200,,,0.0,0.0,0.0,0.0,0.0,3,,0.0,0.06426735218508997,0.0,0.019280205655526992
4240_700,891,,700,200,,,0.0,0.0,0.0,0.0,0.0,891,,0.0,0.06426735218508997,0.0,0.019280205655526992
17392_700,326,,700,200,,,0.0,0.0,0.0,0.0,0.0,326,,0.0,0.06426735218508997,0.0,0.019280205655526992
5376_700,733,,700,200,,,0.0,0.0,0.0,0.0,0.0,733,,0.0,0.06426735218508997,0.0,0.019280205655526992
10150_109,S3,,109,200,,,0.0,0.0,0.0,0.0,0.0,S3,,0.0,0.06426735218508997,0.0,0.019280205655526992
24714_700,T1,,700,200,,,0.0,0.0,0.0,0.0,0.0,T1,,0.0,0.06426735218508997,0.0,0.019280205655526992
13438_900,99,,900,199,,,0.0,0.0,0.0,0.0,0.0,99,,0.0,0.06394601542416452,0.0,0.019183804627249355
18932_700,632,,700,198,,,0.0,0.0,0.0,0.0,0.0,632,,0.0,0.06362467866323908,0.0,0.019087403598971722
18937_700,643,,700,197,,,0.0,0.0,0.0,0.0,0.0,643,,0.0,0.06330334190231363,0.0,0.018991002570694086
17404_900,37,,900,196,,,0.0,0.0,0.0,0.0,0.0,37,,0.0,0.06298200514138817,0.0,0.018894601542416452
5345_700,500,,700,196,,,0.0,0.0,0.0,0.0,0.0,500,,0.0,0.06298200514138817,0.0,0.018894601542416452
19065_100,RB55,,100,192,,,0.0,0.0,0.0,0.0,0.0,RB55,,0.0,0.061696658097686374,0.0,0.018508997429305913
5377_700,734,,700,191,,,0.0,0.0,0.0,0.0,0.0,734,,0.0,0.06137532133676093,0.0,0.018412596401028276
3713_700,649,,700,191,,,0.0,0.0,0.0,0.0,0.0,649,,0.0,0.06137532133676093,0.0,0.018412596401028276
17390_700,322,,700,191,,,0.0,0.0,0.0,0.0,0.0,322,,0.0,0.06137532133676093,0.0,0.018412596401028276
1550_700,696,,700,190,,,0.0,0.0,0.0,0.0,0.0,696,,0.0,0.061053984575835475,0.0,0.018316195372750643
5370_700,728,,700,189,,,0.0,0.0,0.0,0.0,0.0,728,,0.0,0.06073264781491003,0.0,0.018219794344473007
5369_700,727,,700,188,,,0.0,0.0,0.0,0.0,0.0,727,,0.0,0.060411311053984576,0.0,0.018123393316195373
21205_700,EV1,,700,188,,,0.0,0.0,0.0,0.0,0.0,EV1,,0.0,0.060411311053984576,0.0,0.018123393316195373
5372_700,730,,700,187,,,0.0,0.0,0.0,0.0,0.0,730,,0.0,0.06008997429305912,0.0,0.018026992287917737
5365_700,724,,700,187,,,0.0,0.0,0.0,0.0,0.0,724,,0.0,0.06008997429305912,0.0,0.018026992287917737
4497_700,704,,700,183,,,0.0,0.0,0.0,0.0,0.0,704,,0.0,0.058804627249357325,0.0,0.017641388174807197
20479_700,870,,700,182,,,0.0,0.0,0.0,0.0,0.0,870,,0.0,0.05848329048843188,0.0,0.017544987146529564
4221_700,864,,700,181,,,0.0,0.0,0.0,0.0,0.0,864,,0.0,0.058161953727506426,0.0,0.017448586118251928
19009_700,897,,700,181,,,0.0,0.0,0.0,0.0,0.0,897,,0.0,0.058161953727506426,0.0,0.017448586118251928
9696_700,711,,700,179,,,0.0,0.0,0.0,0.0,0.0,711,,0.0,0.057519280205655526,0.0,0.017255784061696658
1870_700,980,,700,179,,,0.0,0.0,0.0,0.0,0.0,980,,0.0,0.057519280205655526,0.0,0.017255784061696658
5378_700,735,,700,178,,,0.0,0.0,0.0,0.0,0.0,735,,0.0,0.05719794344473008,0.0,0.017159383033419025
16214_700,983,,700,176,,,0.0,0.0,0.0,0.0,0.0,983,,0.0,0.056555269922879174,0.0,0.01696658097686375
18909_700,601,,700,174,,,0.0,0.0,0.0,0.0,0.0,601,,0.0,0.055912596401028275,0.0,0.016773778920308482
4257_700,908,,700,173,,,0.0,0.0,0.0,0.0,0.0,908,,0.0,0.05559125964010283,0.0,0.01667737789203085
18361_700,951,,700,172,,,0.0,0.0,0.0,0.0,0.0,951,,0.0,0.055269922879177376,0.0,0.016580976863753212
7362_900,93,,900,171,,,0.0,0.0,0.0,0.0,0.0,93,,0.0,0.05494858611825193,0.0,0.01648457583547558
26785_106,RB26,,106,171,,,0.0,0.0,0.0,0.0,0.0,RB26,,0.0,0.05494858611825193,0.0,0.01648457583547558
26781_700,893,,700,170,,,0.0,0.0,0.0,0.0,0.0,893,,0.0,0.05462724935732648,0.0,0.016388174807197942
5366_700,725,,700,170,,,0.0,0.0,0.0,0.0,0.0,725,,0.0,0.05462724935732648,0.0,0.016388174807197942
1923_700,653,,700,170,,,0.0,0.0,0.0,0.0,0.0,653,,0.0,0.05462724935732648,0.0,0.016388174807197942
5332_700,466,,700,169,,,0.0,0.0,0.0,0.0,0.0,466,,0.0,0.05430591259640103,0.0,0.01629177377892031
5353_700,509,,700,169,,,0.0,0.0,0.0,0.0,0.0,509,,0.0,0.05430591259640103,0.0,0.01629177377892031
1925_700,655,,700,168,,,0.0,0.0,0.0,0.0,0.0,655,,0.0,0.05398457583547558,0.0,0.016195372750642673
24055_100,RB14,,100,164,,,0.0,0.0,0.0,0.0,0.0,RB14,,0.0,0.05269922879177378,0.0,0.015809768637532133
18945_700,X1,,700,163,,,0.0,0.0,0.0,0.0,0.0,X1,,0.0,0.052377892030848326,0.0,0.015713367609254496
10276_109,S1,,109,162,,,0.0,0.0,0.0,0.0,0.0,S1,,0.0,0.05205655526992288,0.0,0.015616966580976863
1938_700,671,,700,161,,,0.0,0.0,0.0,0.0,0.0,671,,0.0,0.05173521850899743,0.0,0.015520565552699227
17406_700,371,,700,161,,,0.0,0.0,0.0,0.0,0.0,371,,0.0,0.05173521850899743,0.0,0.015520565552699227
10278_109,S2,,109,161,,,0.0,0.0,0.0,0.0,0.0,S2,,0.0,0.05173521850899743,0.0,0.015520565552699227
18915_700,611,,700,160,,,0.0,0.0,0.0,0.0,0.0,611,,0.0,0.05141388174807198,0.0,0.015424164524421594
24050_100,RB24,,100,160,,,0.0,0.0,0.0,0.0,0.0,RB24,,0.0,0.05141388174807198,0.0,0.015424164524421594
18939_700,645,,700,160,,,0.0,0.0,0.0,0.0,0.0,645,,0.0,0.05141388174807198,0.0,0.015424164524421594
4503_700,710,,700,159,,,0.0,0.0,0.0,0.0,0.0,710,,0.0,0.05109254498714653,0.0,0.015327763496143957
16915_700,616,,700,159,,,0.0,0.0,0.0,0.0,0.0,616,,0.0,0.05109254498714653,0.0,0.015327763496143957
28258_100,RB10,,100,159,,,0.0,0.0,0.0,0.0,0.0,RB10,,0.0,0.05109254498714653,0.0,0.015327763496143957
17534_700,X49,,700,159,,,0.0,0.0,0.0,0.0,0.0,X49,,0.0,0.05109254498714653,0.0,0.015327763496143957
19155_109,S4,,109,158,,,0.0,0.0,0.0,0.0,0.0,S4,,0.0,0.05077120822622108,0.0,0.015231362467866324
4456_700,698,,700,156,,,0.0,0.0,0.0,0.0,0.0,698,,0.0,0.05012853470437018,0.0,0.015038560411311054
1881_900,3,,900,155,,,0.0,0.0,0.0,0.0,0.0,3,,0.0,0.04980719794344473,0.0,0.014942159383033417
1551_700,697,,700,155,,,0.0,0.0,0.0,0.0,0.0,697,,0.0,0.04980719794344473,0.0,0.014942159383033417
1924_700,654,,700,154,,,0.0,0.0,0.0,0.0,0.0,654,,0.0,0.04948586118251928,0.0,0.014845758354755784
28109_700,415,,700,153,,,0.0,0.0,0.0,0.0,0.0,415,,0.0,0.04916452442159383,0.0,0.014749357326478148
24051_2,FEX,,2,153,,,0.0,0.0,0.0,0.0,0.0,FEX,,0.0,0.04916452442159383,0.0,0.014749357326478148
17471_700,N7,,700,152,,,0.0,0.0,0.0,0.0,0.0,N7,,0.0,0.04884318766066838,0.0,0.014652956298200513
27280_700,418,,700,152,,,0.0,0.0,0.0,0.0,0.0,418,,0.0,0.04884318766066838,0.0,0.014652956298200513
10682_700,684,,700,151,,,0.0,0.0,0.0,0.0,0.0,684,,0.0,0.04852185089974293,0.0,0.014556555269922878
5350_700,506,,700,151,,,0.0,0.0,0.0,0.0,0.0,506,,0.0,0.04852185089974293,0.0,0.014556555269922878
13108_700,16,,700,151,,,0.0,0.0,0.0,0.0,0.0,16,,0.0,0.04852185089974293,0.0,0.014556555269922878
1929_700,659,,700,151,,,0.0,0.0,0.0,0.0,0.0,659,,0.0,0.04852185089974293,0.0,0.014556555269922878
5339_700,472,,700,151,,,0.0,0.0,0.0,0.0,0.0,472,,0.0,0.04852185089974293,0.0,0.014556555269922878
5363_700,722,,700,150,,,0.0,0.0,0.0,0.0,0.0,722,,0.0,0.04820051413881748,0.0,0.014460154241645243
5380_700,737,,700,150,,,0.0,0.0,0.0,0.0,0.0,737,,0.0,0.04820051413881748,0.0,0.014460154241645243
24056_100,RB20,,100,147,,,0.0,0.0,0.0,0.0,0.0,RB20,,0.0,0.04723650385604113,0.0,0.014170951156812338
5340_700,473,,700,146,,,0.0,0.0,0.0,0.0,0.0,473,,0.0,0.04691516709511568,0.0,0.014074550128534704
4245_700,896,,700,145,,,0.0,0.0,0.0,0.0,0.0,896,,0.0,0.046593830334190234,0.0,0.01397814910025707
5239_700,807,,700,144,,,0.0,0.0,0.0,0.0,0.0,807,,0.0,0.04627249357326478,0.0,0.013881748071979434
27915_700,619,,700,144,,,0.0,0.0,0.0,0.0,0.0,619,,0.0,0.04627249357326478,0.0,0.013881748071979434
27276_700,412,,700,144,,,0.0,0.0,0.0,0.0,0.0,412,,0.0,0.04627249357326478,0.0,0.013881748071979434
27007_700,890,,700,143,,,0.0,0.0,0.0,0.0,0.0,890,,0.0,0.045951156812339335,0.0,0.0137853470437018
17837_700,945,,700,143,,,0.0,0.0,0.0,0.0,0.0,945,,0.0,0.045951156812339335,0.0,0.0137853470437018
5371_700,729,,700,143,,,0.0,0.0,0.0,0.0,0.0,729,,0.0,0.045951156812339335,0.0,0.0137853470437018
333_700,H/528,,700,142,,,0.0,0.0,0.0,0.0,0.0,H/528,,0.0,0.04562982005141388,0.0,0.013688946015424164
4239_700,890,,700,140,,,0.0,0.0,0.0,0.0,0.0,890,,0.0,0.04498714652956298,0.0,0.013496143958868894
10671_700,668,,700,140,,,0.0,0.0,0.0,0.0,0.0,668,,0.0,0.04498714652956298,0.0,0.013496143958868894
23185_700,X2,,700,138,,,0.0,0.0,0.0,0.0,0.0,X2,,0.0,0.04434447300771208,0.0,0.013303341902313625
27277_700,413,,700,138,,,0.0,0.0,0.0,0.0,0.0,413,,0.0,0.04434447300771208,0.0,0.013303341902313625
7251_700,869,,700,134,,,0.0,0.0,0.0,0.0,0.0,869,,0.0,0.043059125964010285,0.0,0.012917737789203085
19059_100,RE5,,100,134,,,0.0,0.0,0.0,0.0,0.0,RE5,,0.0,0.043059125964010285,0.0,0.012917737789203085
18360_700,950,,700,133,,,0.0,0.0,0.0,0.0,0.0,950,,0.0,0.04273778920308483,0.0,0.012821336760925449
5248_700,822,,700,129,,,0.0,0.0,0.0,0.0,0.0,822,,0.0,0.041452442159383034,0.0,0.012435732647814909
26783_106,RB12,,106,128,,,0.0,0.0,0.0,0.0,0.0,RB12,,0.0,0.04113110539845758,0.0,0.012339331619537274
10674_700,674,,700,127,,,0.0,0.0,0.0,0.0,0.0,674,,0.0,0.040809768637532134,0.0,0.01224293059125964
22625_700,N36,,700,127,,,0.0,0.0,0.0,0.0,0.0,N36,,0.0,0.040809768637532134,0.0,0.01224293059125964
4244_700,895,,700,126,,,0.0,0.0,0.0,0.0,0.0,895,,0.0,0.04048843187660668,0.0,0.012146529562982004
4264_700,915,,700,125,,,0.0,0.0,0.0,0.0,0.0,915,,0.0,0.040167095115681235,0.0,0.01205012853470437
18351_700,941,,700,125,,,0.0,0.0,0.0,0.0,0.0,941,,0.0,0.040167095115681235,0.0,0.01205012853470437
18911_700,607,,700,125,,,0.0,0.0,0.0,0.0,0.0,607,,0.0,0.040167095115681235,0.0,0.01205012853470437
15277_700,638,,700,125,,,0.0,0.0,0.0,0.0,0.0,638,,0.0,0.040167095115681235,0.0,0.01205012853470437
335_700,W/540,,700,124,,,0.0,0.0,0.0,0.0,0.0,W/540,,0.0,0.03984575835475578,0.0,0.011953727506426735
19079_700,715,,700,124,,,0.0,0.0,0.0,0.0,0.0,715,,0.0,0.03984575835475578,0.0,0.011953727506426735
1928_700,658,,700,124,,,0.0,0.0,0.0,0.0,0.0,658,,0.0,0.03984575835475578,0.0,0.011953727506426735
18359_700,949,,700,124,,,0.0,0.0,0.0,0.0,0.0,949,,0.0,0.03984575835475578,0.0,0.011953727506426735
27945_700,544,,700,124,,,0.0,0.0,0.0,0.0,0.0,544,,0.0,0.03984575835475578,0.0,0.011953727506426735
5237_700,805,,700,123,,,0.0,0.0,0.0,0.0,0.0,805,,0.0,0.039524421593830336,0.0,0.0118573264781491
23946_100,RE8,,100,123,,,0.0,0.0,0.0,0.0,0.0,RE8,,0.0,0.039524421593830336,0.0,0.0118573264781491
1971_700,642,,700,123,,,0.0,0.0,0.0,0.0,0.0,642,,0.0,0.039524421593830336,0.0,0.0118573264781491
4253_700,904,,700,122,,,0.0,0.0,0.0,0.0,0.0,904,,0.0,0.03920308483290488,0.0,0.011760925449871465
17415_700,399,,700,122,,,0.0,0.0,0.0,0.0,0.0,399,,0.0,0.03920308483290488,0.0,0.011760925449871465
5241_700,809,,700,122,,,0.0,0.0,0.0,0.0,0.0,809,,0.0,0.03920308483290488,0.0,0.011760925449871465
18929_700,629,,700,122,,,0.0,0.0,0.0,0.0,0.0,629,,0.0,0.03920308483290488,0.0,0.011760925449871465
25354_700,825,,700,120,,,0.0,0.0,0.0,0.0,0.0,825,,0.0,0.038560411311053984,0.0,0.011568123393316195
4250_700,901,,700,120,,,0.0,0.0,0.0,0.0,0.0,901,,0.0,0.038560411311053984,0.0,0.011568123393316195
22714_700,770,,700,119,,,0.0,0.0,0.0,0.0,0.0,770,,0.0,0.03823907455012854,0.0,0.01147172236503856
17430_1000,F11,,1000,119,,,0.0,0.0,0.0,0.0,0.0,F11,,0.0,0.03823907455012854,0.0,0.01147172236503856
4265_700,916,,700,119,,,0.0,0.0,0.0,0.0,0.0,916,,0.0,0.03823907455012854,0.0,0.01147172236503856
18921_700,621,,700,118,,,0.0,0.0,0.0,0.0,0.0,621,,0.0,0.037917737789203085,0.0,0.011375321336760925
22674_700,N64,,700,118,,,0.0,0.0,0.0,0.0,0.0,N64,,0.0,0.037917737789203085,0.0,0.011375321336760925
16354_700,600,,700,118,,,0.0,0.0,0.0,0.0,0.0,600,,0.0,0.037917737789203085,0.0,0.011375321336760925
19101_700,447,,700,118,,,0.0,0.0,0.0,0.0,0.0,447,,0.0,0.037917737789203085,0.0,0.011375321336760925
20364_700,714,,700,118,,,0.0,0.0,0.0,0.0,0.0,714,,0.0,0.037917737789203085,0.0,0.011375321336760925
17489_700,N50,,700,117,,,0.0,0.0,0.0,0.0,0.0,N50,,0.0,0.03759640102827763,0.0,0.011278920308483289
13106_700,13,,700,117,,,0.0,0.0,0.0,0.0,0.0,13,,0.0,0.03759640102827763,0.0,0.011278920308483289
26788_106,RB36,,106,116,,,0.0,0.0,0.0,0.0,0.0,RB36,,0.0,0.037275064267352186,0.0,0.011182519280205656
5354_700,510,,700,116,,,0.0,0.0,0.0,0.0,0.0,510,,0.0,0.037275064267352186,0.0,0.011182519280205656
18900_700,582,,700,116,,,0.0,0.0,0.0,0.0,0.0,582,,0.0,0.037275064267352186,0.0,0.011182519280205656
5368_700,726,,700,116,,,0.0,0.0,0.0,0.0,0.0,726,,0.0,0.037275064267352186,0.0,0.011182519280205656
5343_700,476,,700,115,,,0.0,0.0,0.0,0.0,0.0,476,,0.0,0.03695372750642673,0.0,0.011086118251928019
23944_100,RB37,,100,114,,,0.0,0.0,0.0,0.0,0.0,RB37,,0.0,0.036632390745501286,0.0,0.010989717223650386
16345_100,RB33,,100,114,,,0.0,0.0,0.0,0.0,0.0,RB33,,0.0,0.036632390745501286,0.0,0.010989717223650386
19060_100,RB31,,100,113,,,0.0,0.0,0.0,0.0,0.0,RB31,,0.0,0.03631105398457583,0.0,0.01089331619537275
4222_700,865,,700,113,,,0.0,0.0,0.0,0.0,0.0,865,,0.0,0.03631105398457583,0.0,0.01089331619537275
18914_700,610,,700,113,,,0.0,0.0,0.0,0.0,0.0,610,,0.0,0.03631105398457583,0.0,0.01089331619537275
22702_700,744,,700,112,,,0.0,0.0,0.0,0.0,0.0,744,,0.0,0.03598971722365039,0.0,0.010796915167095116
18354_700,944,,700,112,,,0.0,0.0,0.0,0.0,0.0,944,,0.0,0.03598971722365039,0.0,0.010796915167095116
24048_100,RE13,,100,110,,,0.0,0.0,0.0,0.0,0.0,RE13,,0.0,0.03534704370179949,0.0,0.010604113110539846
24043_100,RB49,,100,110,,,0.0,0.0,0.0,0.0,0.0,RB49,,0.0,0.03534704370179949,0.0,0.010604113110539846
18350_700,940,,700,109,,,0.0,0.0,0.0,0.0,0.0,940,,0.0,0.035025706940874035,0.0,0.01050771208226221
17522_700,U7,,700,109,,,0.0,0.0,0.0,0.0,0.0,U7,,0.0,0.035025706940874035,0.0,0.01050771208226221
5246_700,816,,700,109,,,0.0,0.0,0.0,0.0,0.0,816,,0.0,0.035025706940874035,0.0,0.01050771208226221
17353_700,218,,700,109,,,0.0,0.0,0.0,0.0,0.0,218,,0.0,0.035025706940874035,0.0,0.01050771208226221
4237_700,886,,700,109,,,0.0,0.0,0.0,0.0,0.0,886,,0.0,0.035025706940874035,0.0,0.01050771208226221
17495_700,N61,,700,108,,,0.0,0.0,0.0,0.0,0.0,N61,,0.0,0.03470437017994859,0.0,0.010411311053984577
12533_900,89,,900,106,,,0.0,0.0,0.0,0.0,0.0,89,,0.0,0.03406169665809768,0.0,0.010218508997429305
17283_700,60,,700,106,,,0.0,0.0,0.0,0.0,0.0,60,,0.0,0.03406169665809768,0.0,0.010218508997429305
5344_700,477,,700,106,,,0.0,0.0,0.0,0.0,0.0,477,,0.0,0.03406169665809768,0.0,0.010218508997429305
18913_700,608,,700,106,,,0.0,0.0,0.0,0.0,0.0,608,,0.0,0.03406169665809768,0.0,0.010218508997429305
19157_100,RB51,,100,105,,,0.0,0.0,0.0,0.0,0.0,RB51,,0.0,0.03374035989717224,0.0,0.01012210796915167
1935_700,666,,700,105,,,0.0,0.0,0.0,0.0,0.0,666,,0.0,0.03374035989717224,0.0,0.01012210796915167
